"Total Requirements, Industry-by-Industry - Summary"
"Total Requirements, Industry-by-Industry - Summary"

,Industries/Industries,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE
,Industry Description,Farms,"Forestry, fishing, and related activities",Oil and gas extraction,"Mining, except oil and gas",Support activities for mining,Utilities,Construction,Wood products,Nonmetallic mineral products,Primary metals,Fabricated metal products,Machinery,Computer and electronic products,"Electrical equipment, appliances, and components","Motor vehicles, bodies and trailers, and parts",Other transportation equipment,Furniture and related products,Miscellaneous manufacturing,Food and beverage and tobacco products,Textile mills and textile product mills,Apparel and leather and allied products,Paper products,Printing and related support activities,Petroleum and coal products,Chemical products,Plastics and rubber products,Wholesale trade,Motor vehicle and parts dealers,Food and beverage stores,General merchandise stores,Other retail,Air transportation,Rail transportation,Water transportation,Truck transportation,Transit and ground passenger transportation,Pipeline transportation,Other transportation and support activities,Warehousing and storage,"Publishing industries, except internet (includes software)",Motion picture and sound recording industries,Broadcasting and telecommunications,"Data processing, internet publishing, and other information services","Federal Reserve banks, credit intermediation, and related activities","Securities, commodity contracts, and investments",Insurance carriers and related activities,"Funds, trusts, and other financial vehicles",Housing,Other real estate,Rental and leasing services and lessors of intangible assets,Legal services,Computer systems design and related services,"Miscellaneous professional, scientific, and technical services",Management of companies and enterprises,Administrative and support services,Waste management and remediation services,Educational services,Ambulatory health care services,Hospitals,Nursing and residential care facilities,Social assistance,"Performing arts, spectator sports, museums, and related activities","Amusements, gambling, and recreation industries",Accommodation,Food services and drinking places,"Other services, except government",Federal general government (defense),Federal general government (nondefense),Federal government enterprises,State and local general government,State and local government enterprises
ORE,Other real estate,0.0290930,0.0063577,0.0291992,0.0292943,0.0263817,0.0255848,0.0414466,0.0317211,0.0347658,0.0364508,0.0449862,0.0295558,0.0098996,0.0340911,0.0340775,0.0177196,0.0477006,0.0275616,0.0367022,0.0375026,0.0289270,0.0427198,0.0576444,0.0228878,0.0181114,0.0392071,0.0755927,0.1002209,0.1390677,0.0902922,0.1350864,0.0264872,0.0245761,0.0616003,0.0544042,0.0715996,0.0272075,0.0458391,0.0855690,0.0408521,0.0560901,0.0819453,0.0498188,0.0449441,0.1015662,0.0473719,0.0751441,0.0075656,1.1585600,0.0670789,0.0649380,0.0303089,0.0747270,0.0919001,0.0532393,0.0627535,0.1191907,0.0731335,0.1274291,0.1517617,0.0835588,0.1056644,0.1553511,0.0514574,0.0998968,0.1326326,0.0209789,0.0400471,0.0250268,0.0271077,0.0414789
532RL,Rental and leasing services and lessors of intangible assets,0.0175698,0.0039501,0.0227499,0.0373651,0.0312209,0.0092506,0.0246526,0.0144671,0.0234239,0.0230046,0.0199489,0.0164108,0.0059152,0.0184308,0.0312131,0.0110798,0.0163552,0.0147293,0.0213107,0.0139545,0.1197586,0.0227034,0.0165973,0.0172882,0.0145751,0.0178669,0.0251654,0.0106700,0.0119600,0.0219583,0.0145899,0.0619663,0.1000762,0.1620358,0.0669629,0.0206042,0.0062482,0.0158522,0.0114177,0.0108488,0.0118457,0.0198072,0.0326673,0.0088120,0.0253708,0.0063020,0.0180477,0.0033836,0.0135434,1.0453312,0.0093816,0.0112683,0.0154304,0.0512969,0.0167056,0.0309852,0.0110287,0.0122301,0.0120995,0.0093933,0.0092408,0.0225965,0.0220265,0.0130473,0.0365508,0.0095311,0.0088302,0.0061914,0.0098973,0.0113973,0.0170327
5411,Legal services,0.0057909,0.0023648,0.0074726,0.0115921,0.0071884,0.0120663,0.0097835,0.0102717,0.0099573,0.0122569,0.0123293,0.0083856,0.0031988,0.0076762,0.0099992,0.0055741,0.0111680,0.0111081,0.0076014,0.0084492,0.0084753,0.0118993,0.0106566,0.0057925,0.0047919,0.0104182,0.0136596,0.0077015,0.0069902,0.0057998,0.0092442,0.0050048,0.0159780,0.0106829,0.0058702,0.0107488,0.0052986,0.0058062,0.0057384,0.0133472,0.0119444,0.0094856,0.0171716,0.0100889,0.0285118,0.0196322,0.0303059,0.0019445,0.0156286,0.0084091,1.0098723,0.0091693,0.0212523,0.0207068,0.0117776,0.0100314,0.0059797,0.0086901,0.0252883,0.0116962,0.0080728,0.0192545,0.0201017,0.0060999,0.0091906,0.0124202,0.0046838,0.0039967,0.0047284,0.0114119,0.0132526
5415,Computer systems design and related services,0.0052970,0.0014441,0.0199599,0.0102857,0.0047935,0.0067486,0.0078914,0.0074115,0.0077361,0.0090610,0.0101891,0.0093661,0.0030394,0.0063418,0.0075014,0.0093637,0.0084033,0.0058147,0.0064897,0.0057748,0.0043242,0.0074254,0.0088252,0.0129922,0.0037998,0.0066290,0.0122526,0.0167959,0.0060343,0.0072419,0.0083414,0.0075625,0.0170916,0.0085158,0.0061325,0.0080029,0.0038060,0.0048427,0.0038117,0.0201730,0.0059949,0.0088901,0.0256125,0.0093120,0.0264374,0.0101521,0.0232624,0.0012398,0.0102812,0.0063185,0.0113152,1.0178978,0.0088682,0.0069099,0.0180078,0.0090256,0.0101442,0.0062773,0.0103722,0.0079864,0.0094677,0.0061174,0.0097646,0.0063743,0.0096142,0.0082729,0.0127904,0.0330886,0.0041644,0.0162916,0.0232907
5412OP,"Miscellaneous professional, scientific, and technical services",0.0303621,0.0119052,0.0347973,0.0440822,0.0318033,0.0393999,0.0569227,0.0436982,0.0474733,0.0537616,0.0457762,0.0366507,0.0132653,0.0415867,0.0436745,0.0253034,0.0565326,0.0373616,0.0437293,0.0399955,0.0302224,0.0470144,0.0426725,0.0282716,0.0228378,0.0443017,0.0798187,0.0999686,0.0534415,0.0321427,0.0800951,0.0287886,0.0457839,0.0665288,0.0354582,0.0541720,0.0593679,0.0268661,0.0340786,0.0696507,0.0620389,0.0709337,0.1163834,0.0610475,0.1051719,0.0575548,0.0883878,0.0071202,0.0760205,0.0574341,0.0376171,0.0617880,1.0920401,0.0863481,0.0688183,0.0504349,0.0511170,0.0428785,0.0686930,0.0544985,0.0460821,0.0684753,0.0739840,0.0401702,0.0552222,0.0616217,0.1169485,0.0437035,0.0326208,0.0529354,0.1114178
55,Management of companies and enterprises,0.0195698,0.0041153,0.0979059,0.0902413,0.0390450,0.0105695,0.0262291,0.0217878,0.0395108,0.0334887,0.0305383,0.0466162,0.0170709,0.0355501,0.0460547,0.0266560,0.0264891,0.0342610,0.0500184,0.0432231,0.0384841,0.0332061,0.0235777,0.0623685,0.0304663,0.0297021,0.0640930,0.0180215,0.0225302,0.0436275,0.0343335,0.0315145,0.0144384,0.0470744,0.0278089,0.0175457,0.0079581,0.0336970,0.0189753,0.0176450,0.0106018,0.0157135,0.0156647,0.0132372,0.0393132,0.0121536,0.0358517,0.0020586,0.0475205,0.0514326,0.0145139,0.0132970,0.0199944,1.0121265,0.0283805,0.0503088,0.0351482,0.0499222,0.0268228,0.0366874,0.0199263,0.0233360,0.0282338,0.0274590,0.0811189,0.0244214,0.0116152,0.0084880,0.0087779,0.0129033,0.0228754
561,Administrative and support services,0.0190080,0.0050265,0.0205349,0.0257123,0.0238004,0.0260207,0.0262447,0.0280751,0.0317113,0.0478154,0.0506573,0.0269180,0.0104185,0.0292554,0.0328989,0.0307903,0.0307299,0.0253534,0.0266543,0.0242979,0.0517112,0.0330205,0.0530244,0.0183171,0.0167412,0.0285238,0.0525900,0.0456575,0.0364556,0.0329411,0.0446791,0.0426382,0.0347262,0.1570090,0.0465003,0.1228599,0.0607118,0.0504430,0.0502178,0.0650901,0.0300090,0.0606150,0.0753944,0.0341394,0.0584452,0.0290073,0.0439854,0.0047183,0.1583107,0.0982035,0.0372247,0.0629145,0.0507881,0.0505616,1.0823468,0.0602436,0.0498497,0.0438105,0.0851157,0.0720102,0.0346741,0.0529580,0.0509668,0.0331263,0.0410494,0.0456054,0.0285555,0.0411254,0.0200990,0.0363787,0.0552154
562,Waste management and remediation services,0.0024449,0.0007345,0.0036998,0.0030195,0.0031122,0.0036209,0.0037481,0.0033037,0.0044722,0.0188366,0.0073397,0.0043569,0.0011725,0.0054562,0.0045968,0.0022874,0.0048542,0.0028828,0.0038078,0.0037449,0.0020940,0.0058238,0.0041425,0.0034258,0.0031333,0.0039799,0.0039958,0.0057584,0.0059275,0.0038472,0.0054940,0.0023039,0.0034871,0.0036180,0.0046385,0.0039313,0.0052608,0.0043650,0.0044338,0.0018696,0.0025443,0.0034393,0.0024803,0.0021662,0.0042805,0.0032903,0.0044996,0.0004251,0.0369835,0.0050154,0.0030074,0.0019015,0.0036731,0.0042589,0.0049767,1.0799089,0.0058769,0.0042349,0.0067265,0.0080331,0.0047602,0.0046226,0.0083539,0.0051873,0.0055903,0.0108175,0.0017091,0.0033403,0.0034690,0.0112556,0.0150484
61,Educational services,0.0001549,0.0000588,0.0000946,0.0001122,0.0000939,0.0000810,0.0001763,0.0001849,0.0001565,0.0004102,0.0002122,0.0001707,0.0000653,0.0001891,0.0002322,0.0001042,0.0001721,0.0001148,0.0001782,0.0001380,0.0001049,0.0001967,0.0001716,0.0000938,0.0001063,0.0001616,0.0006486,0.0006467,0.0014557,0.0000882,0.0013475,0.0004082,0.0001353,0.0002325,0.0001910,0.0002075,0.0001148,0.0001496,0.0000856,0.0000946,0.0015932,0.0009840,0.0001331,0.0001458,0.0001860,0.0000670,0.0001844,0.0000408,0.0002663,0.0001913,0.0000910,0.0001178,0.0001483,0.0002473,0.0003905,0.0002855,1.0054486,0.0001280,0.0001923,0.0001457,0.0001984,0.0191030,0.0030030,0.0001291,0.0002446,0.0030032,0.0001175,0.0002106,0.0012284,0.0037768,0.0001966
621,Ambulatory health care services,0.0000539,0.0000479,0.0000462,0.0000389,0.0000739,0.0000553,0.0000433,0.0000767,0.0000521,0.0004413,0.0001408,0.0000870,0.0000539,0.0001097,0.0000975,0.0000423,0.0000696,0.0000476,0.0000522,0.0000400,0.0000307,0.0000941,0.0000481,0.0000442,0.0000301,0.0000497,0.0000462,0.0000327,0.0000353,0.0000292,0.0000393,0.0003254,0.0000373,0.0001679,0.0000462,0.0000500,0.0000427,0.0000762,0.0000262,0.0000278,0.0001016,0.0000974,0.0000376,0.0000413,0.0002968,0.0000274,0.0001884,0.0000063,0.0000795,0.0000610,0.0000187,0.0000374,0.0000864,0.0000497,0.0001323,0.0001061,0.0000561,1.0121075,0.0150155,0.0004565,0.0000326,0.0008884,0.0000800,0.0000373,0.0000512,0.0002360,0.0000744,0.0040086,0.0000256,0.0070317,0.0000569
622,Hospitals,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000002,0.0000001,0.0000009,0.0000003,0.0000002,0.0000001,0.0000002,0.0000002,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000002,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000001,0.0000007,0.0000001,0.0000003,0.0000001,0.0000001,0.0000001,0.0000002,0.0000001,0.0000001,0.0000002,0.0000002,0.0000001,0.0000001,0.0000006,0.0000001,0.0000004,0.0000000,0.0000002,0.0000001,0.0000000,0.0000001,0.0000002,0.0000001,0.0000003,0.0000002,0.0000001,0.0000244,1.0006735,0.0000009,0.0000001,0.0000018,0.0000002,0.0000001,0.0000001,0.0000005,0.0000001,0.0000081,0.0000001,0.0000141,0.0000001
623,Nursing and residential care facilities,0.0000483,0.0000165,0.0000477,0.0000408,0.0000784,0.0000322,0.0000345,0.0000531,0.0000497,0.0001206,0.0000660,0.0000621,0.0000921,0.0000658,0.0000808,0.0000373,0.0000535,0.0000415,0.0000544,0.0000453,0.0000313,0.0000695,0.0000508,0.0000581,0.0000378,0.0000533,0.0000490,0.0000178,0.0000279,0.0000341,0.0000355,0.0006823,0.0000372,0.0003040,0.0000447,0.0000424,0.0000364,0.0000489,0.0000190,0.0000242,0.0000361,0.0000781,0.0000280,0.0000566,0.0005986,0.0000331,0.0003638,0.0000056,0.0000373,0.0000730,0.0000123,0.0000422,0.0000265,0.0000520,0.0000294,0.0000374,0.0000294,0.0000171,0.0000276,1.0000305,0.0000229,0.0000421,0.0000381,0.0000422,0.0000548,0.0000625,0.0001196,0.0087730,0.0000213,0.0009239,0.0000391
624,Social assistance,0.0000005,0.0000002,0.0000005,0.0000004,0.0000007,0.0000003,0.0000003,0.0000005,0.0000005,0.0000015,0.0000007,0.0000006,0.0000008,0.0000007,0.0000008,0.0000004,0.0000005,0.0000004,0.0000005,0.0000004,0.0000003,0.0000007,0.0000005,0.0000005,0.0000003,0.0000005,0.0000005,0.0000002,0.0000003,0.0000003,0.0000003,0.0000061,0.0000003,0.0000027,0.0000004,0.0000004,0.0000003,0.0000005,0.0000002,0.0000002,0.0000003,0.0000007,0.0000003,0.0000005,0.0000054,0.0000003,0.0000033,0.0000001,0.0000004,0.0000007,0.0000001,0.0000004,0.0000002,0.0000005,0.0000003,0.0000004,0.0000003,0.0000002,0.0000003,0.0000003,1.0000002,0.0000004,0.0000004,0.0000004,0.0000005,0.0000007,0.0000011,0.0000787,0.0000002,0.0000160,0.0000004
711AS,"Performing arts, spectator sports, museums, and related activities",0.0017853,0.0004003,0.0018764,0.0020282,0.0016687,0.0012568,0.0019409,0.0021966,0.0023470,0.0027770,0.0023709,0.0020055,0.0007232,0.0019438,0.0023581,0.0012725,0.0023514,0.0016919,0.0022666,0.0018632,0.0016976,0.0024845,0.0025135,0.0015045,0.0011975,0.0023195,0.0049070,0.0045878,0.0040341,0.0020062,0.0032394,0.0019301,0.0035482,0.0028172,0.0021415,0.0028393,0.0021853,0.0029658,0.0014986,0.0024429,0.0954603,0.0554671,0.0043735,0.0047991,0.0052600,0.0017428,0.0064866,0.0003887,0.0094929,0.0036419,0.0035591,0.0039790,0.0053989,0.0101078,0.0051909,0.0038541,0.0043615,0.0036374,0.0051539,0.0044082,0.0081681,1.1668847,0.0097082,0.0035972,0.0081865,0.0052354,0.0019906,0.0022172,0.0017631,0.0036357,0.0026189
713,"Amusements, gambling, and recreation industries",0.0006306,0.0001256,0.0005730,0.0006358,0.0007354,0.0005139,0.0007329,0.0007493,0.0009063,0.0008773,0.0007474,0.0006264,0.0002153,0.0005594,0.0007199,0.0003740,0.0007959,0.0005397,0.0006918,0.0004808,0.0005084,0.0007482,0.0008209,0.0004442,0.0003670,0.0007069,0.0013763,0.0004687,0.0007562,0.0003501,0.0011448,0.0004339,0.0004981,0.0007764,0.0004207,0.0005312,0.0003269,0.0004917,0.0002835,0.0005725,0.0006322,0.0006019,0.0012980,0.0015903,0.0018087,0.0003758,0.0017671,0.0001156,0.0007574,0.0013542,0.0010047,0.0021186,0.0010267,0.0033821,0.0017974,0.0014316,0.0009999,0.0016610,0.0005643,0.0009496,0.0012899,0.0011499,1.0017012,0.0016148,0.0019164,0.0006056,0.0031293,0.0003854,0.0002482,0.0017901,0.0008589
721,Accommodation,0.0013615,0.0003832,0.0015448,0.0018696,0.0027903,0.0026492,0.0019266,0.0027826,0.0031844,0.0031509,0.0029621,0.0021976,0.0007399,0.0020983,0.0025412,0.0012879,0.0031927,0.0020607,0.0020850,0.0018244,0.0019842,0.0029284,0.0040336,0.0012939,0.0011982,0.0028434,0.0038178,0.0023900,0.0024640,0.0018711,0.0026662,0.0020411,0.0022952,0.0033990,0.0019349,0.0025961,0.0016919,0.0028112,0.0017241,0.0026442,0.0033343,0.0030782,0.0073076,0.0076574,0.0091025,0.0018857,0.0085408,0.0005265,0.0132028,0.0065154,0.0042410,0.0101417,0.0044446,0.0039176,0.0066101,0.0071403,0.0053335,0.0056099,0.0031183,0.0041095,0.0036418,0.0030187,0.0046415,1.0025051,0.0063094,0.0032938,0.0075270,0.0063270,0.0014494,0.0032907,0.0030713
722,Food services and drinking places,0.0047818,0.0012051,0.0039987,0.0047848,0.0060725,0.0060382,0.0045324,0.0059285,0.0064007,0.0072175,0.0061904,0.0047637,0.0016163,0.0049290,0.0057129,0.0029393,0.0063318,0.0041679,0.0054752,0.0048392,0.0052100,0.0064655,0.0069993,0.0033280,0.0028295,0.0058052,0.0101274,0.0091378,0.0094995,0.0080946,0.0100600,0.0409955,0.0048303,0.0091325,0.0078839,0.0084371,0.0047766,0.0112021,0.0064351,0.0047852,0.0063520,0.0063670,0.0097883,0.0133121,0.0138713,0.0064595,0.0159791,0.0010495,0.0392386,0.0177056,0.0091799,0.0155143,0.0123448,0.0138693,0.0154759,0.0105026,0.0101780,0.0301545,0.0317188,0.0422189,0.0208463,0.0091356,0.0180926,0.0465090,1.0153718,0.0088375,0.0060101,0.0059876,0.0060927,0.0129228,0.0077499
81,"Other services, except government",0.0061901,0.0022847,0.0052097,0.0070236,0.0062912,0.0045240,0.0100472,0.0098636,0.0153172,0.0170274,0.0127932,0.0088579,0.0039234,0.0093338,0.0103451,0.0058976,0.0093348,0.0070900,0.0096025,0.0084551,0.0066319,0.0147226,0.0101974,0.0054267,0.0065572,0.0102432,0.0139710,0.0117614,0.0117754,0.0099126,0.0093889,0.0094082,0.0069167,0.0206859,0.0251316,0.0337787,0.0140088,0.0119684,0.0087150,0.0064528,0.0046403,0.0112362,0.0078038,0.0081570,0.0153071,0.0076940,0.0118521,0.0090981,0.0125971,0.0235794,0.0047029,0.0068128,0.0085795,0.0140732,0.0211911,0.0472976,0.0139123,0.0088638,0.0177396,0.0108702,0.0076802,0.0102796,0.0144507,0.0087769,0.0156394,1.0125339,0.0109678,0.0310370,0.0087416,0.0232979,0.0204562
GFGD,Federal general government (defense),0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000
GFGN,Federal general government (nondefense),0.0051088,0.0012795,0.0051660,0.0044508,0.0084692,0.0031365,0.0036369,0.0053686,0.0053540,0.0078938,0.0059725,0.0062937,0.0104039,0.0063858,0.0084238,0.0039603,0.0055485,0.0043915,0.0059043,0.0049855,0.0034562,0.0071064,0.0055703,0.0064532,0.0041945,0.0058208,0.0054519,0.0018626,0.0029971,0.0037920,0.0038830,0.0780499,0.0040754,0.0346914,0.0048531,0.0046655,0.0039293,0.0048904,0.0020290,0.0026947,0.0039356,0.0087411,0.0030718,0.0064004,0.0684409,0.0037172,0.0415477,0.0006101,0.0036992,0.0081728,0.0013275,0.0047383,0.0029152,0.0058141,0.0031680,0.0031057,0.0028748,0.0018052,0.0029064,0.0033150,0.0024563,0.0040213,0.0040211,0.0046781,0.0060698,0.0050833,0.0135612,1.0050612,0.0022702,0.0019858,0.0040901
GFE,Federal government enterprises,0.0027438,0.0005903,0.0017128,0.0024383,0.0012977,0.0023806,0.0018413,0.0024825,0.0027606,0.0036989,0.0027712,0.0026571,0.0010113,0.0032729,0.0031967,0.0015171,0.0024044,0.0015449,0.0028947,0.0024442,0.0019489,0.0030294,0.0025634,0.0017049,0.0018970,0.0025693,0.0091614,0.0040328,0.0035500,0.0021506,0.0050770,0.0019065,0.0014936,0.0383842,0.0062440,0.0053013,0.0036206,0.0042881,0.0044284,0.0013040,0.0023021,0.0015973,0.0030470,0.0018458,0.0049861,0.0022806,0.0037640,0.0002209,0.0026649,0.0056570,0.0011893,0.0014709,0.0018316,0.0016210,0.0021289,0.0027943,0.0017991,0.0022477,0.0048707,0.0026183,0.0030273,0.0020253,0.0023519,0.0058242,0.0084069,0.0017679,0.0013530,0.0011193,1.0030423,0.0022981,0.0025624
GSLG,State and local general government,0.0041019,0.0059182,0.0029157,0.0021121,0.0049902,0.0053358,0.0030704,0.0069260,0.0032799,0.0572196,0.0154103,0.0079699,0.0014653,0.0110993,0.0080799,0.0030289,0.0056673,0.0034683,0.0031282,0.0020216,0.0013082,0.0082675,0.0023685,0.0020094,0.0013523,0.0027841,0.0016181,0.0017123,0.0019714,0.0010651,0.0018252,0.0012098,0.0018121,0.0013368,0.0025495,0.0019158,0.0023050,0.0068698,0.0014630,0.0007745,0.0019393,0.0020493,0.0012797,0.0008200,0.0014085,0.0007556,0.0013775,0.0003212,0.0055958,0.0018079,0.0007580,0.0009219,0.0011902,0.0013653,0.0019106,0.0114416,0.0048105,0.0015049,0.0024547,0.0017857,0.0015954,0.0077835,0.0033133,0.0015031,0.0019796,0.0200878,0.0013836,0.0017565,0.0016090,1.0037622,0.0038218
GSLE,State and local government enterprises,0.0109387,0.0013916,0.0083479,0.0125762,0.0034337,0.0170956,0.0062513,0.0095738,0.0159007,0.0150661,0.0107498,0.0071241,0.0027593,0.0087174,0.0083543,0.0059659,0.0095007,0.0055928,0.0108727,0.0115209,0.0064925,0.0166144,0.0107863,0.0072552,0.0093262,0.0119156,0.0085279,0.0099899,0.0137158,0.0092903,0.0099675,0.0119796,0.0047419,0.0113554,0.0167457,0.0066230,0.0123268,0.0126569,0.0112171,0.0033697,0.0049890,0.0074213,0.0066994,0.0044916,0.0072686,0.0029414,0.0082296,0.0006619,0.0154008,0.0100406,0.0047263,0.0039145,0.0056020,0.0073067,0.0066926,0.0167541,0.0102908,0.0064722,0.0098702,0.0123614,0.0075121,0.0090183,0.0131761,0.0119593,0.0125034,0.0093841,0.0073691,0.0045744,0.0115502,0.0101940,1.0155280
,Total industry output requirement,2.2646371,1.3533675,1.8429696,1.9796069,1.6226671,1.5310452,1.9036424,2.3050345,2.1167920,2.6475566,2.3300808,2.1500028,1.4554285,2.2972473,2.7737176,1.9820908,2.2737305,1.7675890,2.5623226,2.3042769,1.8359773,2.3775324,2.0155912,2.3096112,1.8823898,2.2951205,1.7513126,1.6800664,1.6163402,1.4893264,1.6673157,1.8613840,1.7930500,2.2836674,1.9743203,1.9777457,1.5736050,1.7252353,1.5798867,1.5560152,1.7532453,1.8519940,1.6886156,1.5030334,1.9911098,1.9198705,2.5390949,1.1670307,2.0783501,1.7939038,1.3515316,1.4411469,1.6006903,1.6596029,1.6906703,1.9480577,1.6423024,1.6113153,1.8354008,1.7436049,1.7194575,1.7896414,1.7915283,1.5779951,1.9027525,1.7279856,1.7370114,1.5453935,1.5926206,1.7282518,2.2760413

Legend/Footnotes
Note. Detail may not add to total due to rounding.
